0.00.002.779 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.004.694 I srv    load_model: loading model '/fast_drive/cache/hub/models--unsloth--Qwen3.6-35B-A3B-GGUF/snapshots/a483e9e6cbd595906af30beda3187c2663a1118c/Qwen3.6-35B-A3B-UD-Q4_K_XL.gguf'
0.13.651.543 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 32768, kv_unified = 'true'
0.13.668.437 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.13.668.476 I srv  llama_server: model loaded
0.13.668.488 I srv  llama_server: listening on http://127.0.0.1:8131
17.05.156.332 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
81.21.657.725 I slot print_timing: id  3 | task 13458 | prompt eval time =    2930.36 ms /   189 tokens (   15.50 ms per token,    64.50 tokens per second)
81.21.657.734 I slot print_timing: id  3 | task 13458 |        eval time =   12057.12 ms /   143 tokens (   84.32 ms per token,    11.86 tokens per second)
81.21.657.735 I slot print_timing: id  3 | task 13458 |       total time =   14987.48 ms /   332 tokens
81.21.657.736 I slot print_timing: id  3 | task 13458 |    graphs reused =      13148
81.21.658.611 I slot      release: id  3 | task 13458 | stop processing: n_tokens = 19286, truncated = 0
81.22.170.201 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.996 (> 0.100 thold), f_keep = 1.000
81.22.172.018 I slot launch_slot_: id  3 | task 13604 | processing task, is_child = 0
81.32.060.893 I slot print_timing: id  3 | task 13604 | n_decoded =    100, tg =  11.88 t/s, tg_3s =  11.88 t/s
81.35.118.793 I slot print_timing: id  3 | task 13604 | n_decoded =    134, tg =  11.68 t/s, tg_3s =  11.12 t/s
81.37.410.865 I slot print_timing: id  3 | task 13604 | prompt eval time =    1469.57 ms /    75 tokens (   19.59 ms per token,    51.04 tokens per second)
81.37.410.877 I slot print_timing: id  3 | task 13604 |        eval time =   13769.11 ms /   160 tokens (   86.06 ms per token,    11.62 tokens per second)
81.37.410.878 I slot print_timing: id  3 | task 13604 |       total time =   15238.68 ms /   235 tokens
81.37.410.879 I slot print_timing: id  3 | task 13604 |    graphs reused =      13305
81.37.411.770 I slot      release: id  3 | task 13604 | stop processing: n_tokens = 19520, truncated = 0
81.38.907.467 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.966 (> 0.100 thold), f_keep = 1.000
81.38.909.326 I slot launch_slot_: id  3 | task 13767 | processing task, is_child = 0
81.49.314.864 I slot print_timing: id  3 | task 13767 | prompt processing, n_tokens =    687, progress = 1.00, t =  10.41 s / 66.02 tokens per second
81.58.196.189 I slot print_timing: id  3 | task 13767 | n_decoded =    100, tg =  11.43 t/s, tg_3s =  11.43 t/s
82.01.201.539 I slot print_timing: id  3 | task 13767 | n_decoded =    134, tg =  11.40 t/s, tg_3s =  11.31 t/s
82.04.253.796 I slot print_timing: id  3 | task 13767 | n_decoded =    168, tg =  11.34 t/s, tg_3s =  11.14 t/s
82.07.323.589 I slot print_timing: id  3 | task 13767 | n_decoded =    203, tg =  11.35 t/s, tg_3s =  11.40 t/s
82.10.395.736 I slot print_timing: id  3 | task 13767 | n_decoded =    237, tg =  11.31 t/s, tg_3s =  11.07 t/s
82.13.464.261 I slot print_timing: id  3 | task 13767 | n_decoded =    270, tg =  11.24 t/s, tg_3s =  10.75 t/s
82.16.543.895 I slot print_timing: id  3 | task 13767 | n_decoded =    303, tg =  11.18 t/s, tg_3s =  10.72 t/s
82.19.560.604 I slot print_timing: id  3 | task 13767 | n_decoded =    335, tg =  11.12 t/s, tg_3s =  10.61 t/s
82.21.796.591 I slot print_timing: id  3 | task 13767 | prompt eval time =   10534.00 ms /   691 tokens (   15.24 ms per token,    65.60 tokens per second)
82.21.796.602 I slot print_timing: id  3 | task 13767 |        eval time =   32353.08 ms /   359 tokens (   90.12 ms per token,    11.10 tokens per second)
82.21.796.602 I slot print_timing: id  3 | task 13767 |       total time =   42887.08 ms /  1050 tokens
82.21.796.603 I slot print_timing: id  3 | task 13767 |    graphs reused =      13660
82.21.797.518 I slot      release: id  3 | task 13767 | stop processing: n_tokens = 20569, truncated = 0
82.23.145.465 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.935 (> 0.100 thold), f_keep = 1.000
82.23.147.735 I slot launch_slot_: id  3 | task 14130 | processing task, is_child = 0
82.37.533.039 I slot print_timing: id  3 | task 14130 | prompt processing, n_tokens =    917, progress = 0.98, t =  14.39 s / 63.75 tokens per second
82.45.637.904 I slot print_timing: id  3 | task 14130 | prompt processing, n_tokens =   1429, progress = 1.00, t =  22.49 s / 63.54 tokens per second
82.54.436.890 I slot print_timing: id  3 | task 14130 | n_decoded =    100, tg =  11.54 t/s, tg_3s =  11.54 t/s
82.57.476.792 I slot print_timing: id  3 | task 14130 | n_decoded =    135, tg =  11.53 t/s, tg_3s =  11.51 t/s
83.00.563.022 I slot print_timing: id  3 | task 14130 | n_decoded =    170, tg =  11.49 t/s, tg_3s =  11.34 t/s
83.03.615.025 I slot print_timing: id  3 | task 14130 | n_decoded =    205, tg =  11.49 t/s, tg_3s =  11.47 t/s
83.06.685.864 I slot print_timing: id  3 | task 14130 | n_decoded =    240, tg =  11.47 t/s, tg_3s =  11.40 t/s
83.06.861.658 I slot print_timing: id  3 | task 14130 | prompt eval time =   22620.52 ms /  1433 tokens (   15.79 ms per token,    63.35 tokens per second)
83.06.861.667 I slot print_timing: id  3 | task 14130 |        eval time =   21093.22 ms /   242 tokens (   87.16 ms per token,    11.47 tokens per second)
83.06.861.667 I slot print_timing: id  3 | task 14130 |       total time =   43713.74 ms /  1675 tokens
83.06.861.668 I slot print_timing: id  3 | task 14130 |    graphs reused =      13899
83.06.862.681 I slot      release: id  3 | task 14130 | stop processing: n_tokens = 22243, truncated = 0
83.07.465.348 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
83.07.467.231 I slot launch_slot_: id  3 | task 14376 | processing task, is_child = 0
83.17.449.684 I slot print_timing: id  3 | task 14376 | n_decoded =    100, tg =  11.20 t/s, tg_3s =  11.20 t/s
83.20.491.063 I slot print_timing: id  3 | task 14376 | n_decoded =    134, tg =  11.20 t/s, tg_3s =  11.18 t/s
83.23.532.935 I slot print_timing: id  3 | task 14376 | n_decoded =    168, tg =  11.19 t/s, tg_3s =  11.18 t/s
83.26.596.794 I slot print_timing: id  3 | task 14376 | n_decoded =    202, tg =  11.18 t/s, tg_3s =  11.10 t/s
83.28.128.520 I slot print_timing: id  3 | task 14376 | prompt eval time =    1055.82 ms /    47 tokens (   22.46 ms per token,    44.52 tokens per second)
83.28.128.529 I slot print_timing: id  3 | task 14376 |        eval time =   19605.29 ms /   219 tokens (   89.52 ms per token,    11.17 tokens per second)
83.28.128.529 I slot print_timing: id  3 | task 14376 |       total time =   20661.11 ms /   266 tokens
83.28.128.530 I slot print_timing: id  3 | task 14376 |    graphs reused =      14116
83.28.129.506 I slot      release: id  3 | task 14376 | stop processing: n_tokens = 22508, truncated = 0
83.32.123.462 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.985 (> 0.100 thold), f_keep = 0.997
83.32.125.751 I slot launch_slot_: id  3 | task 14598 | processing task, is_child = 0
83.36.092.014 I slot print_timing: id  3 | task 14598 | prompt processing, n_tokens =    253, progress = 0.99, t =   3.97 s / 63.79 tokens per second
83.40.877.852 I slot print_timing: id  3 | task 14598 | prompt processing, n_tokens =    549, progress = 1.00, t =   8.75 s / 62.73 tokens per second
83.50.194.916 I slot print_timing: id  3 | task 14598 | n_decoded =    100, tg =  10.89 t/s, tg_3s =  10.89 t/s
83.53.264.342 I slot print_timing: id  3 | task 14598 | n_decoded =    133, tg =  10.86 t/s, tg_3s =  10.75 t/s
83.56.341.408 I slot print_timing: id  3 | task 14598 | n_decoded =    166, tg =  10.83 t/s, tg_3s =  10.72 t/s
83.56.522.904 I slot print_timing: id  3 | task 14598 | prompt eval time =    8888.86 ms /   553 tokens (   16.07 ms per token,    62.21 tokens per second)
83.56.522.914 I slot print_timing: id  3 | task 14598 |        eval time =   15508.09 ms /   168 tokens (   92.31 ms per token,    10.83 tokens per second)
83.56.522.915 I slot print_timing: id  3 | task 14598 |       total time =   24396.96 ms /   721 tokens
83.56.522.916 I slot print_timing: id  3 | task 14598 |    graphs reused =      14282
83.56.523.979 I slot      release: id  3 | task 14598 | stop processing: n_tokens = 22965, truncated = 0
83.57.072.212 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.982 (> 0.100 thold), f_keep = 1.000
83.57.074.255 I slot launch_slot_: id  3 | task 14770 | processing task, is_child = 0
84.04.222.648 I slot print_timing: id  3 | task 14770 | prompt processing, n_tokens =    426, progress = 1.00, t =   7.15 s / 59.60 tokens per second
84.13.658.426 I slot print_timing: id  3 | task 14770 | n_decoded =    100, tg =  10.76 t/s, tg_3s =  10.76 t/s
84.16.694.017 I slot print_timing: id  3 | task 14770 | n_decoded =    131, tg =  10.63 t/s, tg_3s =  10.21 t/s
84.19.754.513 I slot print_timing: id  3 | task 14770 | n_decoded =    163, tg =  10.59 t/s, tg_3s =  10.46 t/s
84.22.828.848 I slot print_timing: id  3 | task 14770 | n_decoded =    196, tg =  10.62 t/s, tg_3s =  10.73 t/s
84.25.914.775 I slot print_timing: id  3 | task 14770 | n_decoded =    228, tg =  10.58 t/s, tg_3s =  10.37 t/s
84.28.609.428 I slot print_timing: id  3 | task 14770 | prompt eval time =    7290.90 ms /   430 tokens (   16.96 ms per token,    58.98 tokens per second)
84.28.609.435 I slot print_timing: id  3 | task 14770 |        eval time =   24244.08 ms /   256 tokens (   94.70 ms per token,    10.56 tokens per second)
84.28.609.436 I slot print_timing: id  3 | task 14770 |       total time =   31534.99 ms /   686 tokens
84.28.609.437 I slot print_timing: id  3 | task 14770 |    graphs reused =      14535
84.28.610.465 I slot      release: id  3 | task 14770 | stop processing: n_tokens = 23650, truncated = 0
84.29.145.961 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.985 (> 0.100 thold), f_keep = 1.000
84.29.148.598 I slot launch_slot_: id  3 | task 15029 | processing task, is_child = 0
84.35.459.757 I slot print_timing: id  3 | task 15029 | prompt processing, n_tokens =    368, progress = 1.00, t =   6.31 s / 58.31 tokens per second
84.44.590.186 I slot print_timing: id  3 | task 15029 | n_decoded =    100, tg =  11.14 t/s, tg_3s =  11.14 t/s
84.47.605.111 I slot print_timing: id  3 | task 15029 | n_decoded =    133, tg =  11.09 t/s, tg_3s =  10.95 t/s
84.48.709.403 I slot print_timing: id  3 | task 15029 | prompt eval time =    6460.97 ms /   372 tokens (   17.37 ms per token,    57.58 tokens per second)
84.48.709.413 I slot print_timing: id  3 | task 15029 |        eval time =   13099.57 ms /   145 tokens (   90.34 ms per token,    11.07 tokens per second)
84.48.709.414 I slot print_timing: id  3 | task 15029 |       total time =   19560.54 ms /   517 tokens
84.48.709.415 I slot print_timing: id  3 | task 15029 |    graphs reused =      14677
84.48.710.479 I slot      release: id  3 | task 15029 | stop processing: n_tokens = 24166, truncated = 0
84.51.819.850 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
84.51.821.973 I slot launch_slot_: id  3 | task 15177 | processing task, is_child = 0
85.01.699.568 I slot print_timing: id  3 | task 15177 | n_decoded =    100, tg =  10.80 t/s, tg_3s =  10.80 t/s
85.04.771.811 I slot print_timing: id  3 | task 15177 | n_decoded =    133, tg =  10.79 t/s, tg_3s =  10.74 t/s
85.07.803.046 I slot print_timing: id  3 | task 15177 | n_decoded =    164, tg =  10.68 t/s, tg_3s =  10.23 t/s
85.10.739.105 I slot print_timing: id  3 | task 15177 | prompt eval time =     619.41 ms /    23 tokens (   26.93 ms per token,    37.13 tokens per second)
85.10.739.112 I slot print_timing: id  3 | task 15177 |        eval time =   18297.53 ms /   194 tokens (   94.32 ms per token,    10.60 tokens per second)
85.10.739.113 I slot print_timing: id  3 | task 15177 |       total time =   18916.94 ms /   217 tokens
85.10.739.114 I slot print_timing: id  3 | task 15177 |    graphs reused =      14868
85.10.740.211 I slot      release: id  3 | task 15177 | stop processing: n_tokens = 24382, truncated = 0
85.11.314.689 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
85.11.317.059 I slot launch_slot_: id  3 | task 15374 | processing task, is_child = 0
85.16.724.870 I slot print_timing: id  3 | task 15374 | prompt processing, n_tokens =    311, progress = 1.00, t =   5.41 s / 57.51 tokens per second
85.26.434.698 I slot print_timing: id  3 | task 15374 | n_decoded =    100, tg =  10.46 t/s, tg_3s =  10.46 t/s
85.29.446.816 I slot print_timing: id  3 | task 15374 | n_decoded =    131, tg =  10.42 t/s, tg_3s =  10.29 t/s
85.31.043.232 I slot print_timing: id  3 | task 15374 | prompt eval time =    5555.31 ms /   315 tokens (   17.64 ms per token,    56.70 tokens per second)
85.31.043.239 I slot print_timing: id  3 | task 15374 |        eval time =   14170.68 ms /   147 tokens (   96.40 ms per token,    10.37 tokens per second)
85.31.043.240 I slot print_timing: id  3 | task 15374 |       total time =   19725.99 ms /   462 tokens
85.31.043.241 I slot print_timing: id  3 | task 15374 |    graphs reused =      15012
85.31.044.411 I slot      release: id  3 | task 15374 | stop processing: n_tokens = 24843, truncated = 0
85.31.170.836 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.975 (> 0.100 thold), f_keep = 1.000
85.31.172.916 I slot launch_slot_: id  3 | task 15524 | processing task, is_child = 0
85.42.246.917 I slot print_timing: id  3 | task 15524 | prompt processing, n_tokens =    623, progress = 1.00, t =  11.07 s / 56.26 tokens per second
85.52.041.811 I slot print_timing: id  3 | task 15524 | n_decoded =    100, tg =  10.36 t/s, tg_3s =  10.36 t/s
85.55.095.019 I slot print_timing: id  3 | task 15524 | n_decoded =    131, tg =  10.31 t/s, tg_3s =  10.15 t/s
85.58.183.237 I slot print_timing: id  3 | task 15524 | n_decoded =    162, tg =  10.26 t/s, tg_3s =  10.04 t/s
86.00.968.659 I slot print_timing: id  3 | task 15524 | prompt eval time =   11217.40 ms /   627 tokens (   17.89 ms per token,    55.90 tokens per second)
86.00.968.668 I slot print_timing: id  3 | task 15524 |        eval time =   18578.13 ms /   190 tokens (   97.78 ms per token,    10.23 tokens per second)
86.00.968.669 I slot print_timing: id  3 | task 15524 |       total time =   29795.53 ms /   817 tokens
86.00.968.670 I slot print_timing: id  3 | task 15524 |    graphs reused =      15199
86.00.969.846 I slot      release: id  3 | task 15524 | stop processing: n_tokens = 25659, truncated = 0
86.31.723.222 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.996 (> 0.100 thold), f_keep = 1.000
86.31.725.497 I slot launch_slot_: id  3 | task 15718 | processing task, is_child = 0
86.44.163.317 I slot print_timing: id  3 | task 15718 | n_decoded =    100, tg =  10.03 t/s, tg_3s =  10.03 t/s
86.47.184.323 I slot print_timing: id  3 | task 15718 | n_decoded =    130, tg =  10.01 t/s, tg_3s =   9.93 t/s
86.48.814.525 I slot print_timing: id  3 | task 15718 | prompt eval time =    2469.34 ms /   105 tokens (   23.52 ms per token,    42.52 tokens per second)
86.48.814.536 I slot print_timing: id  3 | task 15718 |        eval time =   14619.50 ms /   146 tokens (  100.13 ms per token,     9.99 tokens per second)
86.48.814.536 I slot print_timing: id  3 | task 15718 |       total time =   17088.84 ms /   251 tokens
86.48.814.537 I slot print_timing: id  3 | task 15718 |    graphs reused =      15342
86.48.815.895 I slot      release: id  3 | task 15718 | stop processing: n_tokens = 25909, truncated = 0
86.49.363.528 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.997 (> 0.100 thold), f_keep = 1.000
86.49.365.681 I slot launch_slot_: id  3 | task 15867 | processing task, is_child = 0
87.00.951.661 I slot print_timing: id  3 | task 15867 | n_decoded =    100, tg =   9.99 t/s, tg_3s =   9.99 t/s
87.04.030.053 I slot print_timing: id  3 | task 15867 | n_decoded =    129, tg =   9.86 t/s, tg_3s =   9.42 t/s
87.07.121.055 I slot print_timing: id  3 | task 15867 | n_decoded =    158, tg =   9.77 t/s, tg_3s =   9.38 t/s
87.10.206.227 I slot print_timing: id  3 | task 15867 | n_decoded =    188, tg =   9.76 t/s, tg_3s =   9.72 t/s
87.13.255.217 I slot print_timing: id  3 | task 15867 | n_decoded =    218, tg =   9.77 t/s, tg_3s =   9.84 t/s
87.16.275.862 I slot print_timing: id  3 | task 15867 | n_decoded =    247, tg =   9.75 t/s, tg_3s =   9.60 t/s
87.18.512.352 I slot print_timing: id  3 | task 15867 | prompt eval time =    1577.16 ms /    72 tokens (   21.91 ms per token,    45.65 tokens per second)
87.18.512.365 I slot print_timing: id  3 | task 15867 |        eval time =   27569.31 ms /   269 tokens (  102.49 ms per token,     9.76 tokens per second)
87.18.512.365 I slot print_timing: id  3 | task 15867 |       total time =   29146.47 ms /   341 tokens
87.18.512.366 I slot print_timing: id  3 | task 15867 |    graphs reused =      15608
87.18.513.551 I slot      release: id  3 | task 15867 | stop processing: n_tokens = 26249, truncated = 0
88.05.605.954 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.408 (> 0.100 thold), f_keep = 0.383
88.06.903.755 I slot launch_slot_: id  3 | task 16139 | processing task, is_child = 0
88.13.092.466 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =    551, progress = 0.41, t =   6.19 s / 89.04 tokens per second
88.26.437.837 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =   1773, progress = 0.46, t =  19.53 s / 90.77 tokens per second
88.50.779.867 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =   3821, progress = 0.54, t =  43.88 s / 87.09 tokens per second
89.17.083.663 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =   5869, progress = 0.63, t =  70.18 s / 83.63 tokens per second
89.20.894.836 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =   6162, progress = 0.64, t =  73.99 s / 83.28 tokens per second
89.38.366.287 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =   7458, progress = 0.69, t =  91.46 s / 81.54 tokens per second
89.57.686.286 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =   8784, progress = 0.75, t = 110.78 s / 79.29 tokens per second
90.02.116.243 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =   9086, progress = 0.76, t = 115.21 s / 78.86 tokens per second
90.05.043.041 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =   9299, progress = 0.77, t = 118.14 s / 78.71 tokens per second
90.17.424.446 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =  10126, progress = 0.80, t = 130.52 s / 77.58 tokens per second
90.41.942.922 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =  11672, progress = 0.86, t = 155.04 s / 75.28 tokens per second
90.44.368.606 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =  11828, progress = 0.87, t = 157.46 s / 75.12 tokens per second
90.51.253.108 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =  12262, progress = 0.89, t = 164.35 s / 74.61 tokens per second
91.01.423.729 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =  12869, progress = 0.91, t = 174.52 s / 73.74 tokens per second
91.08.355.804 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =  13296, progress = 0.93, t = 181.45 s / 73.28 tokens per second
91.11.151.975 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =  13470, progress = 0.94, t = 184.25 s / 73.11 tokens per second
91.17.202.879 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =  13836, progress = 0.95, t = 190.30 s / 72.71 tokens per second
91.28.944.373 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =  14527, progress = 0.98, t = 202.04 s / 71.90 tokens per second
91.29.366.933 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =  14546, progress = 0.98, t = 202.46 s / 71.85 tokens per second
91.32.946.717 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =  14762, progress = 0.99, t = 206.04 s / 71.65 tokens per second
91.37.297.714 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =  15023, progress = 1.00, t = 210.39 s / 71.40 tokens per second
91.37.693.665 I slot print_timing: id  3 | task 16139 | prompt processing, n_tokens =  15039, progress = 1.00, t = 210.79 s / 71.35 tokens per second
91.47.276.815 I slot print_timing: id  3 | task 16139 | n_decoded =    100, tg =  10.63 t/s, tg_3s =  10.63 t/s
91.49.061.995 I slot print_timing: id  3 | task 16139 | prompt eval time =  210965.59 ms / 15043 tokens (   14.02 ms per token,    71.31 tokens per second)
91.49.062.004 I slot print_timing: id  3 | task 16139 |        eval time =   11192.40 ms /   119 tokens (   94.05 ms per token,    10.63 tokens per second)
91.49.062.004 I slot print_timing: id  3 | task 16139 |       total time =  222157.99 ms / 15162 tokens
91.49.062.006 I slot print_timing: id  3 | task 16139 |    graphs reused =      15725
91.49.067.359 I slot      release: id  3 | task 16139 | stop processing: n_tokens = 24764, truncated = 0
91.49.706.987 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
91.49.709.962 I slot launch_slot_: id  3 | task 16281 | processing task, is_child = 0
92.00.041.153 I slot print_timing: id  3 | task 16281 | n_decoded =    100, tg =  10.57 t/s, tg_3s =  10.57 t/s
92.03.134.477 I slot print_timing: id  3 | task 16281 | n_decoded =    132, tg =  10.51 t/s, tg_3s =  10.34 t/s
92.05.998.452 I slot print_timing: id  3 | task 16281 | prompt eval time =     870.36 ms /    30 tokens (   29.01 ms per token,    34.47 tokens per second)
92.05.998.469 I slot print_timing: id  3 | task 16281 |        eval time =   15417.93 ms /   162 tokens (   95.17 ms per token,    10.51 tokens per second)
92.05.998.470 I slot print_timing: id  3 | task 16281 |       total time =   16288.29 ms /   192 tokens
92.05.998.472 I slot print_timing: id  3 | task 16281 |    graphs reused =      15884
92.06.000.065 I slot      release: id  3 | task 16281 | stop processing: n_tokens = 24955, truncated = 0
92.06.624.099 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.991 (> 0.100 thold), f_keep = 1.000
92.06.625.941 I slot launch_slot_: id  3 | task 16446 | processing task, is_child = 0
92.10.788.220 I slot print_timing: id  3 | task 16446 | prompt processing, n_tokens =    231, progress = 1.00, t =   4.16 s / 55.50 tokens per second
92.20.449.282 I slot print_timing: id  3 | task 16446 | n_decoded =    100, tg =  10.51 t/s, tg_3s =  10.51 t/s
92.23.533.475 I slot print_timing: id  3 | task 16446 | n_decoded =    132, tg =  10.48 t/s, tg_3s =  10.38 t/s
92.26.610.606 I slot print_timing: id  3 | task 16446 | n_decoded =    164, tg =  10.46 t/s, tg_3s =  10.40 t/s
92.29.626.955 I slot print_timing: id  3 | task 16446 | n_decoded =    196, tg =  10.49 t/s, tg_3s =  10.61 t/s
92.32.294.608 I slot print_timing: id  3 | task 16446 | prompt eval time =    4308.54 ms /   235 tokens (   18.33 ms per token,    54.54 tokens per second)
92.32.294.622 I slot print_timing: id  3 | task 16446 |        eval time =   21359.93 ms /   224 tokens (   95.36 ms per token,    10.49 tokens per second)
92.32.294.623 I slot print_timing: id  3 | task 16446 |       total time =   25668.47 ms /   459 tokens
92.32.294.625 I slot print_timing: id  3 | task 16446 |    graphs reused =      16105
92.32.295.826 I slot      release: id  3 | task 16446 | stop processing: n_tokens = 25413, truncated = 0
92.33.381.793 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.993 (> 0.100 thold), f_keep = 0.996
92.33.384.024 I slot launch_slot_: id  3 | task 16673 | processing task, is_child = 0
92.41.829.137 I slot print_timing: id  3 | task 16673 | prompt processing, n_tokens =    471, progress = 1.00, t =   8.44 s / 55.77 tokens per second
92.43.352.430 I slot print_timing: id  3 | task 16673 | prompt processing, n_tokens =    544, progress = 1.00, t =   9.97 s / 54.57 tokens per second
92.52.820.976 I slot print_timing: id  3 | task 16673 | n_decoded =    100, tg =  10.73 t/s, tg_3s =  10.73 t/s
92.53.766.529 I slot print_timing: id  3 | task 16673 | prompt eval time =   10114.03 ms /   548 tokens (   18.46 ms per token,    54.18 tokens per second)
92.53.766.538 I slot print_timing: id  3 | task 16673 |        eval time =   10268.28 ms /   110 tokens (   93.35 ms per token,    10.71 tokens per second)
92.53.766.538 I slot print_timing: id  3 | task 16673 |       total time =   20382.31 ms /   658 tokens
92.53.766.539 I slot print_timing: id  3 | task 16673 |    graphs reused =      16212
92.53.769.615 I slot      release: id  3 | task 16673 | stop processing: n_tokens = 25614, truncated = 0
92.56.099.072 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.996 (> 0.100 thold), f_keep = 1.000
92.56.102.237 I slot launch_slot_: id  3 | task 16787 | processing task, is_child = 0
93.07.472.564 I slot print_timing: id  3 | task 16787 | n_decoded =    100, tg =  10.59 t/s, tg_3s =  10.59 t/s
93.10.503.625 I slot print_timing: id  3 | task 16787 | n_decoded =    132, tg =  10.58 t/s, tg_3s =  10.56 t/s
93.13.558.549 I slot print_timing: id  3 | task 16787 | n_decoded =    165, tg =  10.63 t/s, tg_3s =  10.80 t/s
93.16.582.058 I slot print_timing: id  3 | task 16787 | n_decoded =    197, tg =  10.62 t/s, tg_3s =  10.58 t/s
93.17.621.307 I slot print_timing: id  3 | task 16787 | prompt eval time =    1928.44 ms /    95 tokens (   20.30 ms per token,    49.26 tokens per second)
93.17.621.315 I slot print_timing: id  3 | task 16787 |        eval time =   19590.43 ms /   208 tokens (   94.18 ms per token,    10.62 tokens per second)
93.17.621.316 I slot print_timing: id  3 | task 16787 |       total time =   21518.87 ms /   303 tokens
93.17.621.317 I slot print_timing: id  3 | task 16787 |    graphs reused =      16417
93.17.622.409 I slot      release: id  3 | task 16787 | stop processing: n_tokens = 25916, truncated = 0
93.20.008.612 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.991 (> 0.100 thold), f_keep = 0.995
93.20.010.974 I slot launch_slot_: id  3 | task 16998 | processing task, is_child = 0
93.26.487.504 I slot print_timing: id  3 | task 16998 | prompt processing, n_tokens =    314, progress = 1.00, t =   6.48 s / 48.48 tokens per second
93.28.388.478 I slot print_timing: id  3 | task 16998 | prompt processing, n_tokens =    407, progress = 1.00, t =   8.38 s / 48.58 tokens per second
93.37.940.158 I slot print_timing: id  3 | task 16998 | n_decoded =    100, tg =  10.64 t/s, tg_3s =  10.64 t/s
93.41.026.951 I slot print_timing: id  3 | task 16998 | n_decoded =    133, tg =  10.65 t/s, tg_3s =  10.69 t/s
93.44.114.651 I slot print_timing: id  3 | task 16998 | n_decoded =    165, tg =  10.59 t/s, tg_3s =  10.36 t/s
93.47.206.863 I slot print_timing: id  3 | task 16998 | prompt eval time =    8528.62 ms /   411 tokens (   20.75 ms per token,    48.19 tokens per second)
93.47.206.871 I slot print_timing: id  3 | task 16998 |        eval time =   18667.08 ms /   198 tokens (   94.28 ms per token,    10.61 tokens per second)
93.47.206.872 I slot print_timing: id  3 | task 16998 |       total time =   27195.70 ms /   609 tokens
93.47.206.873 I slot print_timing: id  3 | task 16998 |    graphs reused =      16612
93.47.207.930 I slot      release: id  3 | task 16998 | stop processing: n_tokens = 26224, truncated = 0
94.26.017.662 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.937 (> 0.100 thold), f_keep = 1.000
94.26.020.047 I slot launch_slot_: id  3 | task 17199 | processing task, is_child = 0
